html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Hubei Vocational College of Art*en,,education,,湖北艺术职业学院*zh; Hubei Vocational College of Art*en,,http://www.artschool.com.cn/,,artschool.com.cn,,,,,,,,Q112676893,Q112676893,Wuhan,China,1791247,,,,,,
,,Xianning Vocational Technical College*en,,education,,咸宁职业技术学院*zh; Xianning Vocational Technical College*en,,https://www.xnvtc.edu.cn,,xnvtc.edu.cn,2003,,,,,,,Q112676894,Q112676894,Xianning,China,1790396,,,,,,
,,Changjiang Institute of Technology*en,,education,Changjiang Institute of Technology,长江工程职业技术学院*zh; Changjiang Institute of Technology*en,,http://www.cjit.edu.cn/,,cjit.edu.cn,1959,,,,,,,Q112676895,Q112676895,Wuhan,China,1791247,,,,,,
,,Jianghan Art Vocational College*en,,education,,江汉艺术职业学院*zh; Jianghan Art Vocational College*en,,,,,2004,,,,,,,Q97346425,Q97346425,Qianjiang,China,1786067,,,,,,
,,Wuhan Social Work Polytechnic*en,,education,,武汉民政职业学院*zh; Wuhan Social Work Polytechnic*en,,http://www.whmzxy.cn/,,whmzxy.cn,1986,,,,,,,Q112676896,Q112676896,Wuhan,China,1791247,,,,,,
,,Hubei Huanggang Polytechnic of Emergency Management*en,,education,鄂东职业技术学院,湖北黄冈应急管理职业技术学院*zh; Hubei Huanggang Polytechnic of Emergency Management*en,,http://www.hbpem.com/,,hbpem.com,2016,,,,,,,Q112676897,Q112676897,黄冈市,China,8537264,,,,,,
,,Hubei Finance and Taxation Vocational College*en,,education,,湖北财税职业学院*zh; Hubei Finance and Taxation Vocational College*en,,https://www.hbcszyxy.edu.cn/,,hbcszyxy.edu.cn,2004,,,,,,,Q112676898,Q112676898,Wuhan,China,1791247,,,,,,
,,Huanggang College of Science and Technology*en,,education,,黄冈科技职业学院*zh; Huanggang College of Science and Technology*en,,https://www.hbhgkj.edu.cn/,,hbhgkj.edu.cn,,,,,,,,Q112676899,Q112676899,黄冈市,China,8537264,,,,,,
,,Hubei Land Resources Vocational College*en,,education,,湖北国土资源职业学院*zh; Hubei Land Resources Vocational College*en,,https://www.hbgt.edu.cn/,,hbgt.edu.cn,1978,,,,,,,Q97190904,Q97190904,Wuhan,China,1791247,,,,,,
,,Hubei Ecology Polytechnic College*en,,education,湖北生态学院,湖北生态工程职业技术学院*zh; Hubei Ecology Polytechnic College*en,,https://www.hbstxy.edu.cn/,,hbstxy.edu.cn,1952,,,,,,,Q112676900,Q112676900,Wuhan,China,1791247,,,,,,
,,Three Gorges Vocational College of Electric Power*en,,education,,三峡电力职业学院*zh; Three Gorges Vocational College of Electric Power*en,,http://www.tgcep.cn/,,tgcep.cn,2002,,,,,,,Q28410430,Q28410430,Yichang,China,1786764,,,,,,
,,Hubei Science and Technology College*en,,education,,湖北科技职业学院*zh; Hubei Science and Technology College*en,,,,,,,,,,,,Q112676901,Q112676901,武汉市,China,1791247,,,,,,
,,Hubei Youth Vocational College*en,,education,湖北省团校,湖北青年职业学院*zh; Hubei Youth Vocational College*en,,https://www.hbstx.com.cn,,hbstx.com.cn,2006,,,,,,,Q112676903,Q112676903,Wuhan,China,1791247,,,,,,
,,Hubei Engineering Institute*en,,education,,湖北工程职业学院*zh; Hubei Engineering Institute*en,,http://www.hbei.edu.cn,,hbei.edu.cn,1964,,,,,,,Q112676905,Q112676905,Huangshi,China,1807234,,,,,,
,,Three Gorges-Tourism Vocational & Technology College*en,,education,Three Gorges-Tourism Vocational & Technology College,三峡旅游职业技术学院*zh; Three Gorges-Tourism Vocational & Technology College*en,,http://www.sxlyzy.edu.cn/,,sxlyzy.edu.cn,2009,,,,,,,Q28410432,Q28410432,Yichang,China,1786764,,,,,,
,,Tianmen Vocational College*en,,education,,天门职业学院*zh; 天门职院*zh; Tianmen Vocational College*en,,http://www.tmzyxy.edu.cn,,tmzyxy.edu.cn,2010,,,,,,,Q65049500,Q65049500,Tianmen,China,8643370,,,,,,
,,Hubei Sports Vocational College*en,,education,,湖北体育职业学院*zh; Hubei Sports Vocational College*en,,https://www.hbtyzy.com/,,hbtyzy.com,2010,,,,,,,Q112676907,Q112676907,Wuhan,China,1791247,,,,,,
,,XiangYang Auto Vocational technical College*en,,education,,襄阳汽车职业技术学院*zh; XiangYang Auto Vocational technical College*en,,https://www.xyqczy.edu.cn/,,xyqczy.edu.cn,1955,,,,,,,Q112676908,Q112676908,Xiangyang,China,1790587,,,,,,
,,Hubei Preschool Teachers College*en,,education,,湖北幼儿师范高等专科学校*zh; Hubei Preschool Teachers College*en,,http://www.hbssyys.cn/,,hbssyys.cn,,,,,,,,Q112676909,Q112676909,Wuhan,China,1791247,,,,,,
,,Hubei Vocational College of Railway Transportation*en,,education,武汉铁路技师学院,湖北铁道运输职业学院*zh; Hubei Vocational College of Railway Transportation*en,,https://www.hcrt.edu.cn/,,hcrt.edu.cn,2015,,,,,,,Q112676910,Q112676910,Wuhan,China,1791247,,,,,,
,,Wuhan Maritime Vocational College*en,,education,,武汉海事职业学院*zh; Wuhan Maritime Vocational College*en,,https://whmvc.net/,,whmvc.net,1984,,,,,,,Q112676911,Q112676911,武汉市,China,1791247,,,,,,
,,Changjiang Polytechnic of Art and Engineering*en,,education,武当职业学院; Changjiang Vocational College of Arts & Engineering,长江艺术工程职业学院*zh; Changjiang Polytechnic of Art and Engineering*en,,http://www.cjchuanxi.edu.cn,,cjchuanxi.edu.cn,2015,,,,,,,Q112676912,Q112676912,Jingzhou,China,1805540,,,,,,
,,Jingmen Vocational College*en,,education,,荆门职业学院*zh; Jingmen Vocational College*en,,https://www.jmvc.edu.cn/,,jmvc.edu.cn,2016,,,,,,,Q112676913,Q112676913,荆门市,China,1805611,,,,,,
,,Wuhan Railway Bridge Vocational College*en,,education,武汉桥院,武汉铁路桥梁职业学院*zh; Wuhan Railway Bridge Vocational College*en,,https://www.qlxyedu.com/,,qlxyedu.com,2016,,,,,,,Q112676914,Q112676914,Wuhan,China,1791247,,,,,,
,,Wuhan Guanggu Vocational College*en,,education,,武汉光谷职业学院*zh; Wuhan Guanggu Vocational College*en,,,,,2016,,,,,,,Q112676915,Q112676915,Wuhan,China,1791247,,,,,,
,,Hubei Health Vocational College*en,,education,,湖北健康职业学院*zh; Hubei Health Vocational College*en,,https://www.hbhvc.edu.cn,,hbhvc.edu.cn,2020,,,,,,,Q112676916,Q112676916,Xianning,China,1790396,,,,,,
,,Hubei Xiaogan Meijia Vocational College*en,,education,,湖北孝感美珈职业学院*zh; Hubei Xiaogan Meijia Vocational College*en,,,,,2021,,,,,,,Q112676917,Q112676917,Xiaogan,China,1790254,,,,,,
,,Xiangyang Vocational College of Science and Technology*en,,education,襄阳技师学院,襄阳科技职业学院*zh; Xiangyang Vocational College of Science and Technology*en,,https://www.xykjzyxy.edu.cn/,,xykjzyxy.edu.cn,2023,,,,,,,Q124216673,Q124216673,Xiangyang,China,1790587,,,,,,
,,Yichang Vocational College of Science and Technology*en,,education,湖北三峡技师学院,宜昌科技职业学院*zh; Yichang Vocational College of Science and Technology*en,,https://yckjzy.cn/,,yckjzy.cn,2023,,,,,,,Q124216641,Q124216641,Yichang,China,1786764,,,,,,
,,Jingmen General Aviation Vocational and Technical College*en,,education,,荆门通用航空职业技术学院*zh; Jingmen General Aviation Vocational and Technical College*en,,https://www.jmga.edu.cn/,,jmga.edu.cn,1984,,,,,,,Q133883129,Q133883129,Jingmen,China,1805611,,,,,,
,,Hunan University of Medicine*en,,education,HuaiHua Medical College; 怀化医学高等专科学校,湖南医药学院*zh; Hunan University of Medicine*en,,http://www.hnmu.com.cn/,,hnmu.com.cn,2014,,,,,,,Q11072446,Q11072446,Huaihua,China,1807689,,,,,,
,,Xingxiang College of Xiangtan University*en,,education,,湘潭大学兴湘学院*zh; Xingxiang College of Xiangtan University*en,,https://xxxy.xtu.edu.cn,,xxxy.xtu.edu.cn,2001,,,,,,,Q15936444,Q15936444,Xiangtan,China,1790492,,https://ror.org/00xsfaz62,,,,
,,Hunan University of Technology Science and Technology College*en,,education,,湖南工业大学科技学院*zh; Hunan University of Technology Science and Technology College*en,,http://kjxy.hut.edu.cn/,,hut.edu.cn,2001,,,,,,,Q112676924,Q112676924,株洲市,China,1783763,,,,https://ror.org/04j3vr751,,
,,Xiaoxiang College of Hunan University of Science and Technology*en,,education,,湖南科技大学潇湘学院*zh; Xiaoxiang College of Hunan University of Science and Technology*en,,https://xxxy.hnust.edu.cn/,,xxxy.hnust.edu.cn,2001,,,,,,,Q15929803,Q15929803,Xiangtan,China,1790492,,,,https://ror.org/02m9vrb24,,
,,Chuanshan College University of South China*en,,education,,南华大学船山学院*zh; Chuanshan College University of South China*en,,http://csxy.usc.edu.cn,,usc.edu.cn,2001,,,,,,,Q10907069,Q10907069,Hengyang,China,1808370,,,,https://ror.org/03mqfn238,,
,,Xiangtan Institute of Technology*en,,education,湖南工商大学北津学院,湘潭理工学院*zh; Xiangtan Institute of Technology*en,XIT,http://www.xtit.edu.cn/,,xtit.edu.cn,2001,,,,,,,Q112676926,Q112676926,Xiangtan,China,1790492,,,,,,
,,Changsha Institute of Technology*en,,education,,长沙工业学院*zh; Changsha Institute of Technology*en,,https://www.ccsut.edu.cn/,,ccsut.edu.cn,2024,,,,,,,Q15931261,Q15931261,Changsha,China,1815577,,,,,,
,,"Oriental Science and Technology College, Hunan Agricultural University*en",,education,,"湖南农业大学东方科技学院*zh; Oriental Science and Technology College, Hunan Agricultural University*en",,,,,,,,,,,,Q112676927,Q112676927,Changsha,China,1815577,,,,,,
,,"Swan College, Central South University of Forestry and Technology*en",,education,Foreign-Related College of Central South University of Forestry and Technology,"中南林业科技大学涉外学院*zh; Swan College, Central South University of Forestry and Technology*en",,https://swxy.csuft.edu.cn,,swxy.csuft.edu.cn,2002,,,,,,,Q112676928,Q112676928,Changsha,China,1815577,,,,https://ror.org/02czw2k81,,
,,Changde College*en,,education,湖南文理学院芙蓉学院; 芙蓉学院,常德学院*zh; Changde College*en,,https://www.changdecollege.cn,,changdecollege.cn,2002,,,,,,,Q15932927,Q15932927,Changde,China,1791121,,,,,,
,,Yueyang College*en,,education,湖南理工学院南湖学院,岳阳学院*zh; Yueyang College*en,,https://www.yyu.edu.cn,,yyu.edu.cn,2002,,,,,,,Q15936858,Q15936858,Yueyang,China,1927639,,,,https://ror.org/044ysd349,,
,,Hengyang Normal University Nanyue College*en,,education,"Nanyue College, Hengyang Normal University",衡阳师范学院南岳学院*zh; Hengyang Normal University Nanyue College*en,,http://nyxy.hynu.cn/,,,2002,,,,,,,Q15924301,Q15924301,Hengyang,China,1808370,,,,https://ror.org/006bvjm48,,
,,Applied Technology College of Hunan Institute of Engineering*en,,education,,湖南工程学院应用技术学院*zh; Applied Technology College of Hunan Institute of Engineering*en,,https://hnieyy.hnie.edu.cn/,,hnieyy.hnie.edu.cn,2002,,,,,,,Q15927639,Q15927639,Xiangtan,China,1790492,,,,https://ror.org/03zj2rn70,,
,,"Xiangxing College, Hunan University of Chinese Medicine*en",,education,"Hunan University of Chinese Medicine, Xiangxing College; Xiangxing College of Hunan University of TCM; College of Xiangxing, Hunan University of Chinese Medicine","湖南中医药大学湘杏学院*zh; Xiangxing College, Hunan University of Chinese Medicine*en",,https://xxxy.hnucm.edu.cn/,,xxxy.hnucm.edu.cn,2002,,,,,,,Q112676929,Q112676929,Changsha,China,1815577,,,,https://ror.org/05qfq0x09,,
,,Zhangjiajie College*en,,education,吉首大学张家界学院; Jishou University Zhangjiajie College,张家界学院*zh; Zhangjiajie College*en,,https://www.zjjc.edu.cn/,,zjjc.edu.cn,2002,,,,,,,Q10917452,Q10917452,Zhangjiajie,China,1813171,,,,,,
,,"Chengnan College, Changsha University of Science & Technology*en",,education,,"长沙理工大学城南学院*zh; Chengnan College, Changsha University of Science & Technology*en",,https://www.csust.edu.cn/cnxy/,,csust.edu.cn,2003,,,,,,,Q112676930,Q112676930,Changsha,China,1815577,,,,https://ror.org/03yph8055,,
,,Hunan Applied Technology University*en,,education,湖南同德职业学院,湖南应用技术学院*zh; Hunan Applied Technology University*en,,https://www.hatu.edu.cn,,hatu.edu.cn,1994,,,,,,,Q112676931,Q112676931,Changde,China,1791121,,,,,,
,,Hunan University of Information Technology*en,,education,湖南信息科学职业学院,湖南信息学院*zh; Hunan University of Information Technology*en,,https://www.hnuit.edu.cn,,hnuit.edu.cn,1997,,,,,,,Q15912153,Q15912153,Changsha,China,1815577,,,,,,
,,Hunan Institute of Traffic Engineering*en,,education,,湖南交通工程学院*zh; Hunan Institute of Traffic Engineering*en,,https://hnjt.edu.cn,,hnjt.edu.cn,2005,,,,,,,Q112676933,Q112676933,Hengyang,China,1808370,,,,,,
,,Hunan Automotive Engineering Vocational University*en,,education,湖南汽车工程职业学院; 株洲职业技术学院; Hunan Automotive Engineering Vocational College,湖南汽车工程职业大学*zh; Hunan Automotive Engineering Vocational University*en,,https://www.hnqczy.com,,hnqczy.com,1957,,,,,,,Q112676941,Q112676941,Zhuzhou,China,1783763,,,,,,
,,Changsha University of Science and Engineering*en,,education,长沙科大,长沙科技学院*zh; Changsha University of Science and Engineering*en,CUSE,https://www.csuse.edu.cn/,,csuse.edu.cn,2025,,,,,,,Q140290073,Q140290073,Changsha,China,1815577,,,,,,
,,Xiangzhong Normal College for Preschool Education*en,,education,,湘中幼儿师范高等专科学校*zh; Xiangzhong Normal College for Preschool Education*en,,https://www.xzyesf.cn,,xzyesf.cn,2017,,,,,,,Q112676936,Q112676936,Shaoyang,China,1816920,,,,,,
,,Changsha Social Work College*en,,education,,长沙民政职业技术学院*zh; Changsha Social Work College*en,,https://www.csmzxy.edu.cn/,,csmzxy.edu.cn,1984,,,,,,,Q15916327,Q15916327,Changsha,China,1815577,,,,,,
,,Hunan Industry Polytechnic*en,,education,,湖南工业职业技术学院*zh; Hunan Industry Polytechnic*en,,http://www.hunangy.com/,,hunangy.com,1955,,,,,,,Q15914568,Q15914568,Changsha,China,1815577,,,,,,
,,Zhuzhou Teachers College*en,,education,株洲教育学院,株洲师范高等专科学校*zh; Zhuzhou Teachers College*en,,https://www.zzyesf.net,,zzyesf.net,1978,,,,,,,Q11110829,Q11110829,Zhuzhou,China,1783763,,,,https://ror.org/04j3vr751,,
,,Hunan College of Information*en,,education,,湖南信息职业技术学院*zh; Hunan College of Information*en,,https://www.hniu.com/,,hniu.com,1975,,,,,,,Q15930099,Q15930099,Changsha,China,1815577,,,,,,
,,Hunan Taxation College*en,,education,,湖南税务高等专科学校*zh; Hunan Taxation College*en,,,,,1984,,,,,,,Q15926954,Q15926954,Changsha,China,1815577,,,,,,
,,Changsha Aeronautical Vocational and Technical College*en,,education,中国人民解放军空军航空维修技术学院; 空军航空维修技术学院,长沙航空职业技术学院*zh; Changsha Aeronautical Vocational and Technical College*en,,http://www.cavtc.cn/,,cavtc.cn,1973,,,,,,,Q10873058,Q10873058,Changsha,China,1815577,,,,,,
,,Hunan Mass Media Vocational and Technical College*en,,education,,湖南大众传媒职业技术学院*zh; Hunan Mass Media Vocational and Technical College*en,,https://www.hnmmc.cn/,,hnmmc.cn,2000,,,,,,,Q15240402,Q15240402,Changsha,China,1815577,,,,,,
,,Yongzhou Vocational Technical College*en,,education,,永州职业技术学院*zh; Yongzhou Vocational Technical College*en,,http://www.hnyzzy.com/,,hnyzzy.com,2000,,,,,,,Q11131902,Q11131902,Yongzhou,China,1786217,,,,,,
,,Hunan Vocational College of Science and Technology*en,,education,,湖南科技职业学院*zh; Hunan Vocational College of Science and Technology*en; Hunan Vocational College of Technology*en,,https://www.hnkjzy.edu.cn/,,hnkjzy.edu.cn,2001,,,,,,,Q15915719,Q15915719,Changsha,China,1815577,,,,,,
,,Hunan Biological Electromechanical Vocational Technical College*en,,education,,湖南生物机电职业技术学院*zh; Hunan Biological Electromechanical Vocational Technical College*en,,https://www.hnbemc.edu.cn,,hnbemc.edu.cn,2001,,,,,,,Q17030941,Q17030941,Changsha,China,1815577,,,,,,
,,Hunan Vocational College of Commerce*en,,education,,湖南商务职业技术学院*zh; Hunan Vocational College of Commerce*en,,http://www.hnswxy.com,,hnswxy.com,1950,,,,,,,Q15915546,Q15915546,Changsha,China,1815577,,https://ror.org/05ckg3w11,,,,
,,Hunan Sports Vocational College*en,,education,,湖南体育职业学院*zh; Hunan Sports Vocational College*en,,https://www.hntyxy.net/,,hntyxy.net,2002,,,,,,,Q15929139,Q15929139,Changsha,China,1815577,,,,,,
,,Hunan Engineering Vocational Technical College*en,,education,,湖南工程职业技术学院*zh; Hunan Engineering Vocational Technical College*en,,https://www.hngczy.cn/,,hngczy.cn,1958,,,,,,,Q15914889,Q15914889,Changsha,China,1815577,,,,,,
,,Insurance Professional College*en,,education,,保险职业学院*zh; Insurance Professional College*en,,http://www.bxxy.com/,,bxxy.com,1986,,,,,,,Q10887745,Q10887745,Changsha,China,1815577,,https://ror.org/05ckg3w11,,,,
,,Hunan International Business Vocational College*en,,education,湖南对外经济贸易职业学院; 湘外,湖南外贸职业学院*zh; Hunan International Business Vocational College*en,,https://www.hnwmxy.com,,hnwmxy.com,1954,,,,,,,Q15915528,Q15915528,Changsha,China,1815577,,,,,,
,,Hunan Network Engineering Vocational College*en,,education,,湖南网络工程职业学院*zh; Hunan Network Engineering Vocational College*en,,http://www.hnou.edu.cn/,,hnou.edu.cn,2003,,,,,,,Q15918835,Q15918835,Changsha,China,1815577,,,,,,
,,Shaoyang Polytechnic*en,,education,,邵阳职业技术学院*zh; Shaoyang Polytechnic*en,,https://www.syzyedu.com/,,syzyedu.com,2003,,,,,,,Q15932730,Q15932730,Shaoyang,China,1816920,,,,,,
,,Hunan Judicial Police Vocational College*en,,education,湖南司法警官学校,湖南司法警官职业学院*zh; Hunan Judicial Police Vocational College*en,,http://www.hnsfjy.cn,,hnsfjy.cn,1980,,,,,,,Q15917917,Q15917917,长沙市,China,1815577,,,,,,
,,Changsha Commerce & Tourism College*en,,education,,长沙商贸旅游职业技术学院*zh; Changsha Commerce & Tourism College*en,,http://www.hncpu.com/,,hncpu.com,2003,,,,,,,Q15915522,Q15915522,Changsha,China,1815577,,,,,,
,,Hunan Environmental Biology Vocational and Technical College*en,,education,湖南林业高等专科学校; 湖南农学院衡阳分院,湖南环境生物职业技术学院*zh; Hunan Environmental Biology Vocational and Technical College*en,,https://www.hnebp.edu.cn/,,hnebp.edu.cn,1975,,,,,,,Q15919330,Q15919330,Hengyang,China,1808370,,,,,,
,,Hunan Post and Telecommunication College*en,,education,长沙通信职业技术学院,湖南邮电职业技术学院*zh; Hunan Post and Telecommunication College*en,,http://www.hnptc.edu.cn,,hnptc.edu.cn,1958,,,,,,,Q15920829,Q15920829,Changsha,China,1815577,,,,,,
